代號,名稱,年/月,季底存貨/營收TSE
3684,榮昌,2023/09,31.23 
4903,聯光通,2023/03,36.88 
4903,聯光通,2023/06,79.51 
4903,聯光通,2023/09,41.61 
4905,台聯電,2023/03,418.84 
4905,台聯電,2023/06,352.43 
4905,台聯電,2023/09,210.96 
4908,前鼎,2023/03,139.51 
4908,前鼎,2023/06,109.69 
4908,前鼎,2023/09,93.01 
4909,新復興,2023/03,43.03 
4909,新復興,2023/06,83.18 
4909,新復興,2023/09,48.97 
4979,華星光,2023/03,105.80 
4979,華星光,2023/06,70.33 
4979,華星光,2023/09,47.36 
5348,正能量智能,2023/03,104.90 
5348,正能量智能,2023/06,131.32 
5348,正能量智能,2023/09,91.47 
5353,台林,2023/03,106.27 
5353,台林,2023/06,100.34 
5353,台林,2023/09,100.94 
6109,亞元,2023/03,88.51 
6109,亞元,2023/06,83.77 
6109,亞元,2023/09,88.89 
6143,振曜,2023/03,90.44 
6143,振曜,2023/06,79.51 
6143,振曜,2023/09,70.41 
6163,華電網,2023/03,90.09 
6163,華電網,2023/06,187.15 
6163,華電網,2023/09,78.40 
6170,統振,2023/03,30.54 
6170,統振,2023/06,37.13 
6170,統振,2023/09,29.97 
6190,萬泰科,2023/03,112.24 
6190,萬泰科,2023/06,106.36 
6190,萬泰科,2023/09,102.34 
6218,豪勉,2023/03,275.91 
6218,豪勉,2023/06,366.83 
6218,豪勉,2023/09,436.06 
6241,易通展,2023/03,118.11 
6241,易通展,2023/06,84.06 
6241,易通展,2023/09,53.87 
6245,立端,2023/03,116.08 
6245,立端,2023/06,97.76 
6245,立端,2023/09,118.71 
6263,普萊德,2023/03,59.87 
6263,普萊德,2023/06,53.55 
6263,普萊德,2023/09,65.27 
6417,韋僑,2023/03,146.79 
6417,韋僑,2023/06,113.18 
6417,韋僑,2023/09,132.27 
6465,威潤,2023/03,194.52 
6465,威潤,2023/06,314.45 
6465,威潤,2023/09,201.31 
6470,宇智,2023/03,50.73 
6470,宇智,2023/06,45.94 
6470,宇智,2023/09,44.54 
6486,互動,2023/03,214.48 
6486,互動,2023/06,152.53 
6486,互動,2023/09,235.85 
6530,創威,2023/03,83.61 
6530,創威,2023/06,65.36 
6530,創威,2023/09,64.77 
6546,正基,2023/03,214.36 
6546,正基,2023/06,170.61 
6546,正基,2023/09,165.55 
6561,是方,2023/03,0.41 
6561,是方,2023/06,0.37 
6561,是方,2023/09,0.41 
6588,東典光電,2023/03,301.11 
6588,東典光電,2023/06,334.70 
6588,東典光電,2023/09,302.46 
8034,榮群,2023/03,685.33 
8034,榮群,2023/06,237.14 
8034,榮群,2023/09,560.73 
8048,德勝,2023/03,128.72 
8048,德勝,2023/06,76.90 
8048,德勝,2023/09,72.20 
8059,凱碩,2023/03,184.91 
8059,凱碩,2023/06,596.36 
8059,凱碩,2023/09,1014.74 
8089,康全電訊,2023/03,181.41 
8089,康全電訊,2023/06,141.69 
8089,康全電訊,2023/09,130.43 
8097,常珵,2023/03,4.56 
8097,常珵,2023/06,4.68 
8097,常珵,2023/09,89.13 
8176,智捷,2023/03,397.41 
8176,智捷,2023/06,224.50 
8176,智捷,2023/09,127.94 
