代號,名稱,年/月,季底存貨/營收TSE
6756,威鋒電子,2023/06,101.09 
6756,威鋒電子,2023/03,214.79 
6770,力積電,2023/09,95.42 
6770,力積電,2023/06,94.42 
6770,力積電,2023/03,93.32 
6789,采鈺,2023/09,4.52 
6789,采鈺,2023/06,4.33 
6789,采鈺,2023/03,5.55 
6799,來頡,2023/09,67.69 
6799,來頡,2023/06,71.34 
6799,來頡,2023/03,78.00 
8016,矽創,2023/09,67.46 
8016,矽創,2023/06,67.89 
8016,矽創,2023/03,86.58 
8028,昇陽半導體,2023/09,30.07 
8028,昇陽半導體,2023/06,26.47 
8028,昇陽半導體,2023/03,29.93 
8081,致新,2023/09,72.95 
8081,致新,2023/06,86.39 
8081,致新,2023/03,117.67 
8110,華東,2023/09,44.54 
8110,華東,2023/06,48.43 
8110,華東,2023/03,48.62 
8131,福懋科,2023/09,47.45 
8131,福懋科,2023/06,45.26 
8131,福懋科,2023/03,43.78 
8150,南茂,2023/09,48.44 
8150,南茂,2023/06,52.14 
8150,南茂,2023/03,62.74 
8261,富鼎,2023/09,90.71 
8261,富鼎,2023/06,112.76 
8261,富鼎,2023/03,132.80 
8271,宇瞻,2023/09,55.94 
8271,宇瞻,2023/06,56.18 
8271,宇瞻,2023/03,38.47 
3081,聯亞,2023/09,187.15 
3081,聯亞,2023/06,137.67 
3081,聯亞,2023/03,110.88 
3105,穩懋,2023/09,123.81 
3105,穩懋,2023/06,126.67 
3105,穩懋,2023/03,185.25 
3122,笙泉,2023/09,97.64 
3122,笙泉,2023/06,134.64 
3122,笙泉,2023/03,187.56 
3141,晶宏,2023/09,222.91 
3141,晶宏,2023/06,243.99 
3141,晶宏,2023/03,201.68 
3169,亞信,2023/09,63.05 
3169,亞信,2023/06,83.61 
3169,亞信,2023/03,106.78 
3227,原相,2023/09,47.30 
3227,原相,2023/06,56.86 
3227,原相,2023/03,79.63 
3228,金麗科,2023/09,214.86 
3228,金麗科,2023/06,210.08 
3228,金麗科,2023/03,219.16 
3259,鑫創,2023/09,533.96 
3259,鑫創,2023/06,433.23 
3259,鑫創,2023/03,419.59 
3260,威剛,2023/09,168.44 
3260,威剛,2023/06,167.39 
3260,威剛,2023/03,100.92 
3264,欣銓,2023/09,0.00 
3264,欣銓,2023/06,0.00 
3264,欣銓,2023/03,0.00 
3265,台星科,2023/09,9.60 
3265,台星科,2023/06,9.55 
3265,台星科,2023/03,11.39 
3268,海德威,2023/09,14.02 
3268,海德威,2023/06,13.09 
3268,海德威,2023/03,29.38 
3288,點晶,2023/09,453.90 
3288,點晶,2023/06,478.59 
3288,點晶,2023/03,487.86 
3317,尼克森,2023/09,88.88 
3317,尼克森,2023/06,109.70 
3317,尼克森,2023/03,121.18 
3372,典範,2023/09,90.95 
3372,典範,2023/06,109.50 
3372,典範,2023/03,159.87 
3374,精材,2023/09,11.29 
3374,精材,2023/06,17.89 
3374,精材,2023/03,18.72 
3438,類比科,2023/09,81.18 
3438,類比科,2023/06,89.71 
3438,類比科,2023/03,132.83 
3527,聚積,2023/09,105.63 
3527,聚積,2023/06,134.64 
3527,聚積,2023/03,166.37 
3529,力旺,2023/09,0.00 
3529,力旺,2023/06,0.00 
3529,力旺,2023/03,0.00 
