代號,名稱,年/月,季底存貨/營收TSE
3088,艾訊,2023/06,112.18 
3088,艾訊,2023/09,119.35 
3115,富榮綱,2023/03,29.27 
3115,富榮綱,2023/06,0.00 
3115,富榮綱,2023/09,154.21 
3276,宇環,2023/03,48.86 
3276,宇環,2023/06,51.80 
3276,宇環,2023/09,40.51 
3287,廣寰科,2023/03,118.93 
3287,廣寰科,2023/06,116.15 
3287,廣寰科,2023/09,107.09 
3354,律勝,2023/03,86.19 
3354,律勝,2023/06,71.28 
3354,律勝,2023/09,48.21 
3390,旭軟,2023/03,61.35 
3390,旭軟,2023/06,56.75 
3390,旭軟,2023/09,45.62 
3479,安勤,2023/03,80.72 
3479,安勤,2023/06,77.13 
3479,安勤,2023/09,63.27 
3521,鴻翊,2023/03,971.23 
3521,鴻翊,2023/06,463.49 
3521,鴻翊,2023/09,737.82 
3564,其陽,2023/03,152.28 
3564,其陽,2023/06,156.06 
3564,其陽,2023/09,169.81 
3577,泓格,2023/03,244.33 
3577,泓格,2023/06,316.04 
3577,泓格,2023/09,246.42 
3594,磐儀,2023/03,183.72 
3594,磐儀,2023/06,150.59 
3594,磐儀,2023/09,150.95 
3611,鼎翰,2023/03,88.09 
3611,鼎翰,2023/06,74.75 
3611,鼎翰,2023/09,82.13 
3631,晟楠,2023/03,1479.81 
3631,晟楠,2023/06,1061.00 
3631,晟楠,2023/09,2001.27 
4909,新復興,2023/03,43.03 
4909,新復興,2023/06,83.18 
4909,新復興,2023/09,48.97 
4939,亞電,2023/03,109.87 
4939,亞電,2023/06,87.44 
4939,亞電,2023/09,82.67 
4987,科誠,2023/03,201.19 
4987,科誠,2023/06,170.21 
4987,科誠,2023/09,164.29 
5291,邑昇,2023/03,76.50 
5291,邑昇,2023/06,99.25 
5291,邑昇,2023/09,91.29 
5340,建榮,2023/03,157.69 
5340,建榮,2023/06,194.96 
5340,建榮,2023/09,158.60 
5355,佳總,2023/03,65.96 
5355,佳總,2023/06,61.86 
5355,佳總,2023/09,64.58 
5381,合正,2023/03,308.59 
5381,合正,2023/06,111.72 
5381,合正,2023/09,386.07 
5386,青雲,2023/03,28.85 
5386,青雲,2023/06,47.08 
5386,青雲,2023/09,60.64 
5439,高技,2023/03,104.75 
5439,高技,2023/06,96.76 
5439,高技,2023/09,90.49 
